"time","db_level"
"1746655554.0640616","59"
"1746655554.5645998","61"
"1746655555.0651171","59"
"1746655555.5656316","60"
"1746655556.0661545","57"
"1746655556.566679","56"
"1746655557.067214","57"
"1746655557.5677578","58"
"1746655558.0683243","58"
"1746655558.568882","62"
"1746655559.0694177","60"
"1746655559.5699582","60"
"1746655560.0704796","59"
"1746655560.571006","63"
"1746655561.0715384","63"
"1746655561.57207","60"
"1746655562.072605","61"
"1746655562.573137","58"
"1746655563.0736566","60"
"1746655563.5741682","59"
"1746655564.07472","62"
"1746655564.5752602","63"
"1746655565.0757716","61"
"1746655565.5762775","59"
"1746655566.076804","59"
"1746655566.5773284","59"
"1746655567.0778425","60"
"1746655567.5783665","61"
"1746655568.0788782","63"
"1746655568.5793884","62"
"1746655569.0799246","60"
"1746655569.5804503","60"
"1746655570.080972","57"
"1746655570.5815115","55"
"1746655571.0820858","60"
"1746655571.582645","58"
"1746655572.0831883","59"
"1746655572.583703","61"
"1746655573.084215","60"
"1746655573.5847335","61"
"1746655574.0852606","57"
"1746655574.5857975","57"
"1746655575.0863762","60"
"1746655575.5869224","59"
"1746655576.087467","55"
"1746655577.9029384","60"
"1746655578.4034553","57"
"1746655578.9039998","58"
"1746655579.4045634","56"
"1746655579.9051228","61"
"1746655580.4056635","60"
"1746655580.9062164","62"
"1746655581.40674","60"
"1746655581.9072847","61"
"1746655582.4078116","60"
"1746655582.9083166","59"
"1746655583.4088414","62"
"1746655583.909358","60"
"1746655584.409868","61"
"1746655584.910378","60"
"1746655585.41089","60"
"1746655585.9114144","57"
"1746655586.4119406","61"
"1746655586.9124618","58"
"1746655587.4129765","60"
"1746655587.9134877","59"
"1746655588.4139972","59"
"1746655588.91451","60"
"1746655589.4150505","60"
"1746655589.9155796","61"
"1746655590.416093","59"
"1746655590.916597","61"
"1746655591.4171083","61"
"1746655591.9176233","60"
"1746655592.4181328","59"
"1746655592.9186502","58"
"1746655593.4191606","60"
"1746655593.9196856","60"
"1746655594.4201975","57"
"1746655594.9207091","57"
"1746655595.421233","57"
"1746655595.9217818","57"
"1746655596.4223015","61"
"1746655596.9228084","58"
"1746655597.4233248","59"
"1746655597.9238412","56"
"1746655598.4243524","59"
"1746655598.924878","56"
"1746655599.4254086","58"
"1746655599.925928","58"
"1746655600.4264345","58"
"1746655600.926933","55"
"1746655601.4274518","57"
"1746655601.9280243","55"
"1746655602.4285903","57"
"1746655602.9291136","58"
"1746655603.4296312","55"
"1746655603.930147","58"
"1746655604.4306653","55"
"1746655604.931205","62"
"1746655605.4317386","62"
"1746655605.932274","60"
"1746655606.4327917","60"
"1746655606.9333098","60"
"1746655607.4338825","58"
"1746655607.9344552","58"
"1746655608.4350324","56"
"1746655608.9355977","55"
"1746655609.4361465","60"
"1746655609.9367187","57"
"1746655610.437292","61"
"1746655610.9378686","59"
"1746655611.438446","61"
"1746655611.9390216","60"
"1746655612.4395769","64"
"1746655612.940087","64"
"1746655613.4406111","62"
"1746655613.941164","60"
"1746655614.441679","59"
"1746655614.9421885","59"
"1746655615.442705","59"
"1746655615.9432232","61"
"1746655616.4437437","63"
"1746655616.9442558","62"
"1746655617.4447775","60"
"1746655617.9453087","60"
"1746655618.4458194","57"
"1746655618.9463224","61"
"1746655619.4468417","60"
"1746655619.947358","61"
"1746655620.4478736","62"
"1746655620.9483902","61"
"1746655621.448913","59"
"1746655621.9494464","58"
"1746655622.4499676","59"
"1746655622.9504762","61"
"1746655623.4509923","57"
"1746655623.9515097","56"
"1746655624.45202","55"
"1746655624.9525204","53"
"1746655625.4530337","61"
"1746655625.9535668","60"
"1746655626.454078","62"
"1746655626.9545858","61"
"1746655627.4551103","61"
"1746655627.9556537","60"
"1746655628.4561672","60"
"1746655628.9566822","61"
"1746655629.4572015","60"
"1746655629.9577234","61"
"1746655630.4582336","59"
"1746655630.9587502","62"
"1746655631.459282","62"
"1746655631.9598029","61"
"1746655632.4603412","61"
"1746655632.960854","62"
"1746655633.4613645","60"
"1746655633.961878","60"
"1746655634.4623902","57"
"1746655634.9629066","60"
"1746655635.4634297","61"
"1746655635.9639502","60"
"1746655636.464465","61"
"1746655636.964966","60"
"1746655637.4654777","61"
"1746655639.2837217","62"
"1746655639.7842455","62"
"1746655640.284793","62"
"1746655640.7853038","61"
"1746655641.2858317","61"
"1746655641.7863653","61"
"1746655642.2868824","62"
"1746655642.7873852","60"
"1746655643.2878935","61"
"1746655643.7884002","61"
"1746655644.2889335","60"
"1746655644.7894418","61"
"1746655645.2899563","61"
"1746655645.7904797","62"
"1746655646.2909894","62"
"1746655646.7914915","61"
"1746655647.2920034","62"
"1746655647.7925055","61"
"1746655648.293017","60"
"1746655648.7935226","61"
"1746655649.294041","61"
"1746655649.794559","62"
"1746655650.2950697","60"
"1746655650.795576","60"
"1746655651.2960885","62"
"1746655651.7965937","60"
"1746655652.2971044","61"
"1746655652.7976043","59"
"1746655653.2981262","57"
"1746655653.7986414","57"
"1746655654.2991493","58"
"1746655654.7996523","57"
"1746655655.3001635","60"
"1746655655.8006723","59"
"1746655656.301185","61"
"1746655656.8016877","62"
"1746655657.3022015","62"
"1746655657.802719","59"
"1746655658.3032253","57"
"1746655658.8037336","60"
"1746655659.3042514","62"
"1746655659.8047628","62"
"1746655660.3052926","59"
"1746655660.8057978","60"
"1746655661.3063114","58"
"1746655661.8068354","57"
"1746655662.3073478","56"
"1746655662.807852","58"
"1746655663.3083577","56"
"1746655663.8088608","58"
"1746655664.3093772","59"
"1746655664.8098888","57"
"1746655665.31042","59"
"1746655665.8109443","59"
"1746655666.311481","59"
"1746655666.8120112","59"
"1746655667.3125844","60"
"1746655667.8131554","60"
"1746655668.313727","59"
"1746655668.8142908","56"
"1746655669.3148377","57"
"1746655669.815403","56"
"1746655670.3159723","57"
"1746655670.816527","59"
"1746655671.3170755","56"
"1746655671.817599","59"
"1746655672.3181615","58"
"1746655672.8186762","58"
"1746655673.3191955","56"
"1746655673.8197465","58"
"1746655674.3202767","58"
"1746655674.8207846","58"
"1746655675.3212948","58"
"1746655675.8218167","57"
"1746655676.3223696","57"
"1746655676.822882","58"
"1746655677.3234117","58"
"1746655677.82393","55"
"1746655678.3244462","59"
"1746655678.8249462","55"
"1746655679.3254635","61"
"1746655679.8259676","62"
"1746655680.3264785","60"
"1746655680.8269842","59"
"1746655681.327508","60"
"1746655681.8280482","58"
"1746655682.3285718","58"
"1746655682.829081","55"
"1746655683.3296049","54"
"1746655683.8301177","56"
"1746655684.3306406","54"
"1746655684.8311634","56"
"1746655685.331681","67"
"1746655685.832204","72"
"1746655686.3327146","71"
"1746655686.8332157","69"
"1746655687.3337262","65"
"1746655687.8342357","64"
"1746655688.334742","62"
"1746655688.8352485","61"
"1746655689.3357708","59"
"1746655689.8362918","59"
"1746655690.3368096","62"
"1746655690.8373303","60"
"1746655691.3378594","62"
"1746655691.838375","62"
"1746655692.3389275","62"
"1746655692.8394315","59"
"1746655693.339945","60"
"1746655693.840463","59"
"1746655694.3409708","60"
"1746655694.8414798","59"
"1746655695.341997","60"
"1746655695.8432992","59"
"1746655696.3438177","58"
"1746655696.8443232","59"
"1746655697.344839","58"
"1746655697.8453772","61"
"1746655698.3458967","60"
"1746655698.8464031","61"
"1746655700.6561797","57"
"1746655701.1567051","56"
"1746655701.6572585","57"
"1746655702.1577573","58"
"1746655702.6582532","57"
"1746655703.1587634","62"
"1746655703.6592562","62"
"1746655704.159757","61"
"1746655704.6602654","61"
"1746655705.1607842","61"
"1746655705.6613088","62"
"1746655706.1618247","62"
"1746655706.6623454","61"
"1746655707.16287","62"
"1746655707.6633823","60"
"1746655708.1639304","61"
"1746655708.664436","61"
"1746655709.1649475","62"
"1746655709.66547","61"
"1746655710.165979","61"
"1746655710.6664934","60"
"1746655711.1670084","59"
"1746655711.667521","58"
"1746655712.168038","59"
"1746655712.6685505","61"
"1746655713.169068","60"
"1746655713.6695826","61"
"1746655714.1700954","60"
"1746655714.6706","60"
"1746655715.1711118","59"
"1746655715.6716263","60"
"1746655716.1721392","59"
"1746655716.6726427","59"
"1746655717.173157","58"
"1746655717.6736743","59"
"1746655718.1741807","59"
"1746655718.6746862","56"
"1746655719.175207","57"
"1746655719.6757233","59"
"1746655720.1762352","59"
"1746655720.6767397","61"
"1746655721.1772685","60"
"1746655721.6777873","61"
"1746655722.178293","58"
"1746655722.6787913","61"
"1746655723.1793013","59"
"1746655723.6798134","61"
"1746655724.180364","64"
"1746655724.6808872","60"
"1746655725.1814194","60"
"1746655725.6819408","63"
"1746655726.1824565","61"
"1746655726.682963","64"
"1746655727.1834855","63"
"1746655727.68406","64"
"1746655728.1846297","64"
"1746655728.6851869","63"
"1746655729.1857486","64"
"1746655729.6862996","63"
"1746655730.1868706","62"
"1746655730.6874468","63"
"1746655731.1880271","62"
"1746655731.688607","60"
"1746655732.1891773","58"
"1746655732.6897378","59"
"1746655733.1902926","57"
"1746655733.690845","54"
"1746655734.1914098","51"
"1746655734.6919644","49"
"1746655735.192524","47"
"1746655735.6930852","46"
"1746655736.1936376","46"
"1746655736.6941826","46"
"1746655737.194739","46"
"1746655737.6952903","46"
"1746655738.1958282","46"
"1746655738.6963756","45"
"1746655739.1969452","45"
"1746655739.697503","46"
"1746655740.198076","45"
"1746655740.6986456","46"
"1746655741.1992128","46"
"1746655741.6997714","46"
"1746655742.2003171","46"
"1746655742.7008624","46"
"1746655743.2014108","46"
"1746655743.7019453","46"
"1746655744.2024794","46"
"1746655744.7030072","46"
"1746655745.2035348","46"
"1746655745.7040615","46"
"1746655746.204635","46"
"1746655746.705208","45"
"1746655747.2057698","46"
"1746655747.7063322","46"
"1746655748.2068975","46"
"1746655748.707446","46"
"1746655749.2080014","46"
"1746655749.7085505","45"
"1746655750.2090883","46"
"1746655750.7096205","46"
"1746655751.2101598","46"
"1746655751.7107112","46"
"1746655752.211252","46"
"1746655752.7117903","46"
"1746655753.212334","46"
"1746655753.7129018","46"
"1746655754.2134564","46"
"1746655754.714002","46"
"1746655755.214553","46"
"1746655755.715102","46"
"1746655756.2156713","46"
"1746655756.7162266","46"
"1746655757.2167842","46"
"1746655757.7173376","46"
"1746655758.2178884","46"
"1746655758.7184246","46"
"1746655759.2189617","45"
"1746655759.7194922","45"
"1746655760.220025","46"
"1746655772.0955422","51"
"1746655772.5960886","50"
"1746655773.0966992","48"
"1746655773.6024592","47"
"1746655774.1030686","46"
"1746655774.6037438","47"
"1746655775.1042988","46"
"1746655775.6048574","46"
"1746655776.1054103","46"
"1746655776.6059618","46"
"1746655777.1065173","46"
"1746655777.6070752","47"
"1746655778.1076288","46"
"1746655778.6081896","46"
"1746655779.1087613","46"
"1746655779.6093304","46"
"1746655780.109903","46"
"1746655780.610472","45"
"1746655781.1110482","46"
"1746655781.6116214","46"
"1746655782.1123674","46"
"1746655782.6130176","46"
"1746655783.113675","46"
"1746655783.6143234","46"
"1746655784.1149323","46"
"1746655784.6154866","46"
"1746655785.1160443","46"
"1746655785.6182206","46"
"1746655786.1188517","47"
"1746655786.619438","46"
"1746655787.119991","46"
"1746655787.6205587","46"
"1746655788.1213934","47"
"1746655788.6219454","47"
"1746655789.1224992","46"
"1746655789.6230574","46"
"1746655790.1263068","47"
"1746655790.626875","46"
"1746655791.1274197","46"
"1746655791.6279566","46"
"1746655792.1285102","46"
"1746655792.629069","45"
"1746655793.1296473","45"
"1746655793.6303945","47"
"1746655794.1310203","46"
"1746655794.6316276","46"
"1746655795.132182","45"
"1746655795.6327367","45"
"1746655796.1332936","46"
"1746655796.633848","46"
"1746655797.134401","46"
"1746655797.6349542","46"
"1746655798.135502","46"
"1746655798.6360507","46"
"1746655799.1366136","46"
"1746655799.6371963","46"
"1746655800.137782","46"
"1746655800.6383047","46"
"1746655801.1388595","46"
"1746655801.639421","46"
"1746655802.1401238","46"
"1746655802.6406791","46"
"1746655803.1412363","46"
"1746655803.6417918","46"
"1746655804.142366","46"
"1746655804.6429417","48"
"1746655805.14351","47"
"1746655805.644063","47"
"1746655806.1446197","47"
"1746655806.645172","47"
"1746655807.1457171","47"
"1746655807.6462507","47"
"1746655808.1468687","47"
"1746655808.6477702","47"
"1746655809.148625","46"
"1746655809.6492186","46"
"1746655810.149933","46"
"1746655810.650551","46"
"1746655811.1510923","46"
"1746655811.6516144","46"
"1746655812.1521754","46"
"1746655812.6527498","46"
"1746655813.1532934","46"
"1746655813.6538196","47"
"1746655814.154364","47"
"1746655814.654901","47"
"1746655815.15546","47"
"1746655815.6560402","47"
"1746655816.1566205","47"
"1746655816.6571898","47"
"1746655817.157761","47"
"1746655817.6582978","46"
"1746655818.1588726","46"
"1746655818.659443","46"
"1746655819.160012","46"
"1746655819.6605842","47"
"1746655820.1611614","46"
"1746655820.661747","47"
"1746655821.1624043","46"
"1746655821.6630187","46"
"1746655822.1635711","46"
"1746655822.6641278","46"
"1746655823.164682","46"
"1746655823.665234","46"
"1746655824.1657755","46"
"1746655824.6663153","47"
"1746655825.1669152","46"
"1746655825.6675055","47"
"1746655826.168063","47"
"1746655826.6686392","47"
"1746655827.1692083","46"
"1746655827.6697614","47"
"1746655828.1702943","47"
"1746655828.6708472","46"
"1746655829.1714015","46"
"1746655829.6719542","47"
"1746655830.172508","47"
"1746655830.6730618","47"
"1746655831.1736171","46"
"1746655831.6741743","46"
"1747177468.4411802","64"
"1747177468.941741","59"
"1747177469.4422915","55"
"1747177469.942823","52"
"1747177470.4433477","49"
"1747177470.9439025","47"
"1747177471.444433","46"
"1747177471.9449544","46"
"1747177472.4454749","46"
"1747177472.945997","46"
"1747177473.4465125","47"
"1747177473.947022","49"
"1747177474.4475484","47"
"1747177474.9481072","46"
