"time","db_level"
"1747177667.241763","50"
"1747177667.7422545","49"
"1747177668.2427526","47"
"1747177668.7432632","53"
"1747177669.243757","54"
"1747177669.744249","52"
"1747177670.2447395","52"
"1747177670.7452364","52"
"1747177671.245725","49"
"1747177671.7462142","47"
"1747177672.246703","46"
"1747177672.747191","45"
"1747177673.2477102","45"
"1747177673.748269","45"
"1747177674.2488215","45"
"1747177674.749359","45"
"1747177675.2498746","45"
"1747177675.7503858","45"
"1747177676.2508862","45"
"1747177676.7513912","45"
"1747177677.2518988","45"
"1747177677.7524114","45"
"1747177678.2529235","45"
"1747177678.753425","45"
"1747177679.253925","45"
"1747177679.7544217","45"
"1747177680.2549248","46"
"1747177680.7554448","45"
"1747177681.2559564","45"
"1747177681.7564723","45"
"1747177682.2569826","45"
"1747177682.7574818","45"
"1747177683.2579858","45"
"1747177683.7584856","45"
"1747177684.258991","45"
"1747177684.759475","45"
"1747177685.2599778","45"
"1747177685.760471","45"
"1747177686.2609797","45"
"1747177686.7614925","45"
"1747177687.2619855","45"
"1747177687.7624688","45"
"1747177688.2629368","45"
"1747177688.7634184","45"
"1747177689.263892","45"
"1747177689.7643728","45"
"1747177690.2648437","45"
"1747177690.7653253","45"
"1747177691.2658088","45"
"1747177691.76629","45"
"1747177692.2667794","45"
"1747177692.7672834","45"
"1747177693.267763","45"
"1747177693.7682436","45"
"1747177694.2687235","45"
"1747177694.7692049","45"
"1747177695.269707","45"
"1747177695.770198","45"
"1747177696.2706811","45"
"1747177696.7711606","45"
"1747177697.271642","45"
"1747177697.7721195","45"
"1747177698.2726042","45"
"1747177698.7731056","46"
"1747177699.2735991","45"
"1747177699.7740817","46"
"1747177700.274572","45"
"1747177700.7750554","45"
"1747177701.2755451","45"
"1747177701.776032","46"
"1747177702.2765272","45"
"1747177702.7770166","45"
"1747177703.2775104","45"
"1747177703.7780025","45"
"1747177704.278509","45"
"1747177704.7790236","45"
"1747177705.2795324","45"
"1747177705.7800405","45"
"1747177706.2805457","45"
"1747177706.781018","45"
"1747177707.281492","45"
"1747177707.7819653","45"
"1747177708.2824686","45"
"1747177708.7829432","46"
"1747177709.2834513","45"
"1747177709.7839255","45"
"1747177710.2844074","45"
"1747177710.784902","45"
"1747177711.2853775","45"
"1747177711.785853","45"
"1747177712.2863104","45"
"1747177712.7867854","46"
"1747177713.2872438","45"
"1747177713.7877374","45"
"1747177714.2882073","45"
"1747177714.7886813","45"
"1747177715.2891765","45"
"1747177715.7896583","45"
"1747177716.290136","45"
"1747177716.7906268","45"
"1747177717.2911072","45"
"1747177717.7915802","45"
"1747177718.29205","45"
"1747177718.7925217","45"
"1747177719.2930012","45"
"1747177719.793475","45"
"1747177720.2939572","45"
"1747177720.794431","45"
"1747177721.2949166","45"
"1747177721.7953868","45"
"1747177722.2958772","45"
"1747177722.796373","45"
"1747177723.296872","45"
"1747177723.7973466","45"
"1747177990.7800295","51"
"1747177991.280556","49"
"1747177991.7811232","47"
"1747177992.2816172","47"
"1747177992.7821074","46"
"1747177993.2825973","45"
"1747177993.783083","51"
"1747177994.2835732","58"
"1747177994.7840574","54"
"1747177995.284547","51"
"1747177995.78503","48"
"1747177996.285523","47"
"1747177996.7860155","46"
"1747177997.286517","46"
"1747177997.7870014","45"
"1747177998.2874951","45"
"1747177998.7879915","61"
"1747177999.2884884","57"
"1747177999.7889698","53"
"1747178000.289463","50"
"1747178000.7899444","47"
"1747178001.290438","46"
"1747178001.7909176","45"
"1747178002.291411","45"
"1747178002.7918885","45"
"1747178003.2923825","45"
"1747178003.7928598","45"
"1747178004.2933617","45"
"1747178004.7938623","45"
"1747178005.2943475","47"
"1747178005.7948494","46"
"1747178006.2953298","48"
"1747178006.7958157","47"
"1747178007.2963254","46"
"1747178007.7968602","46"
"1747178008.2973866","45"
"1747178008.797917","44"
"1747178009.2984395","44"
"1747178009.798962","45"
"1747178010.2994823","45"
"1747178010.8000193","44"
"1747178011.3005192","44"
"1747178011.8010046","45"
"1747178012.3015108","45"
"1747178012.802008","45"
"1747178013.3024838","45"
"1747178013.8029666","45"
"1747178014.3034563","45"
"1747178014.803941","46"
"1747178015.3044138","45"
"1747178015.8049033","45"
"1747178016.3053951","45"
"1747178016.805908","45"
"1747178017.3063912","45"
"1747178017.8068843","45"
"1747178018.3073568","45"
"1747178018.8078473","45"
"1747178019.3083203","44"
"1747178019.8088176","45"
"1747178020.3093195","45"
"1747178020.8098123","45"
"1747178021.3102825","44"
"1747178021.810775","45"
"1747178022.3112645","45"
"1747178022.811778","44"
"1747178023.31225","45"
"1747178023.8127463","45"
"1747178024.313216","45"
"1747178024.8137112","45"
"1747178025.3141782","44"
"1747178025.8146443","44"
"1747178026.3151126","44"
"1747178026.815591","45"
"1747178027.3160703","45"
"1747178027.816548","45"
"1747178028.3170176","45"
"1747178028.8174925","45"
"1747178029.3179631","45"
"1747178029.81843","45"
"1747178030.3189027","45"
"1747178030.8193705","45"
"1747178031.3198454","44"
"1747178031.8203104","45"
"1747178032.3207874","44"
"1747178032.8212554","45"
"1747178033.3217356","44"
"1747178033.8222165","45"
"1747178034.3227215","45"
"1747178034.823192","44"
"1747178035.3236732","45"
"1747178035.8241403","44"
"1747178036.3246238","45"
"1747178036.8251064","45"
"1747178037.3256063","45"
"1747178037.8260753","45"
"1747178038.3265612","45"
"1747178038.8270257","45"
"1747178039.3275137","45"
"1747178039.8279788","45"
"1747178040.3284743","45"
"1747178040.8289652","44"
"1747178041.3294723","44"
"1747178041.8299484","45"
"1747178042.3304396","45"
"1747178042.8309042","45"
"1747178043.3313954","44"
"1747178043.8318584","44"
"1747178044.332353","45"
"1747178044.8328176","45"
"1747178045.3333125","45"
"1747178045.8337748","45"
"1747178046.3342626","45"
"1747178046.8347442","45"
"1747178047.335252","45"
"1747178047.8357222","44"
"1747178048.3361914","45"
"1747178048.8366587","44"
"1747178049.3371212","45"
"1747178049.8375883","44"
"1747178050.3380504","45"
"1747320025.7611318","71"
"1747320026.2616446","67"
"1747320026.7621572","63"
"1747320027.2626498","58"
"1747320027.7631466","54"
"1747320028.263651","51"
"1747320028.7641506","48"
"1747320029.264649","47"
"1747320029.765146","46"
"1747320030.2656446","46"
"1747320030.766141","45"
"1747320031.2666397","45"
"1747320031.7671375","45"
"1747320032.2676358","46"
"1747320032.7681346","46"
"1747320033.268639","46"
"1747320033.7691607","46"
"1747320034.2720032","46"
"1747320034.7747357","45"
"1747320035.2796004","45"
"1747320035.7801046","45"
"1747320036.284446","45"
"1747320036.7864046","45"
"1747320037.2902775","45"
"1747320037.7919393","45"
"1747320038.293487","45"
"1747320038.794516","45"
"1747320039.2974205","45"
"1747320039.79862","45"
"1747320040.3013644","45"
"1747320040.8023927","45"
"1747320041.3049126","44"
"1747320041.8057995","44"
"1747320042.3079116","44"
"1747320042.808682","45"
"1747320043.3106668","45"
"1747320043.811345","45"
"1747320044.3128486","44"
"1747320044.8134716","44"
"1747320045.3151157","44"
"1747320045.8156571","44"
"1747320046.3170762","45"
"1747320046.818513","45"
"1747320047.3199024","45"
"1747320047.8212173","44"
"1747320048.322408","45"
"1747320048.8236268","45"
"1747320049.3247323","45"
"1747320049.8258562","45"
"1747320050.326839","45"
"1747320050.8279085","44"
"1747320051.3288164","45"
"1747320051.8297997","45"
"1747320052.3306642","45"
"1747320052.8315885","45"
"1747320053.332376","45"
"1747320053.833246","45"
"1747320054.3339956","44"
"1747320054.8348153","45"
"1747320055.3354938","45"
"1747320055.8362722","45"
"1747320056.3369167","45"
"1747320056.837664","45"
"1747320057.3382883","45"
"1747320057.8390012","45"
"1747320058.339596","45"
"1747320058.8402803","44"
"1747320059.3408508","44"
"1747320059.8415148","44"
"1747320060.342072","44"
"1747320060.8427148","45"
"1747320061.3432603","45"
"1747320061.8438797","45"
"1747320062.3444278","45"
"1747320062.8450449","45"
"1747320063.3455706","45"
"1747320063.846167","44"
"1747320064.346685","44"
"1747320064.8472695","44"
"1747320065.3477662","45"
"1747320065.8482826","45"
"1747320066.348778","45"
"1747320066.8492703","45"
"1747320067.349764","55"
"1747320067.850253","56"
"1747320068.350751","52"
"1747320068.8512683","49"
"1747320069.351765","47"
"1747320069.85226","45"
"1747320070.3527565","45"
"1747320070.853263","45"
"1747320071.3537605","45"
"1747320071.8542576","45"
"1747320072.354753","45"
"1747320072.855247","45"
"1747320073.35574","45"
"1747320073.8562317","45"
"1747320074.3567307","45"
"1747320074.8572462","45"
"1747320075.3577423","46"
"1747320075.8582354","46"
"1747320076.3587294","45"
"1747320076.8592267","45"
"1747320077.359721","45"
"1747320077.8602133","45"
"1747320078.3607075","45"
"1747320078.8612018","45"
"1747320079.361696","46"
"1747320079.862192","45"
"1747320080.3626914","45"
"1747320080.863207","45"
"1747320081.3637054","45"
"1747320081.8642004","45"
"1747320082.3646977","45"
"1747320082.8651938","45"
"1747320083.3656912","45"
"1747320083.8661857","45"
"1747320084.36668","45"
"1747320084.8671763","45"
"1747320085.3676713","44"
